Id,Home Ownership,Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Bankruptcies,Purpose,Term,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Credit Default
6793,Rent,1652962.0,,0.0,24.0,18.5,1204654.0,0.0,,0.0,debt consolidation,Short Term,337766.0,955073.0,40635.0,707.0,0
6794,Home Mortgage,,2 years,0.0,11.0,24.1,733172.0,0.0,,0.0,debt consolidation,Short Term,326216.0,475532.0,10452.0,,1
6795,Own Home,681169.0,3 years,0.0,8.0,9.9,409288.0,0.0,,0.0,debt consolidation,Short Term,234366.0,260167.0,7413.0,740.0,0
6796,Home Mortgage,1518556.0,6 years,0.0,8.0,14.8,391798.0,0.0,,0.0,debt consolidation,Short Term,192566.0,313329.0,13034.0,735.0,0
6797,Home Mortgage,2041512.0,10+ years,0.0,12.0,21.8,1264098.0,0.0,,0.0,debt consolidation,Short Term,687676.0,719454.0,32324.0,746.0,0
6798,Rent,1220427.0,< 1 year,0.0,14.0,39.5,1877040.0,0.0,36.0,0.0,debt consolidation,Long Term,648956.0,713279.0,19629.0,7060.0,1
6799,Home Mortgage,1347917.0,7 years,0.0,10.0,16.5,633028.0,0.0,,0.0,debt consolidation,Short Term,175868.0,506255.0,20927.0,733.0,0
6800,Rent,1791719.0,10+ years,0.0,11.0,23.2,535700.0,0.0,54.0,0.0,debt consolidation,Short Term,168564.0,304418.0,40761.0,726.0,0
6801,Home Mortgage,2342472.0,1 year,0.0,20.0,17.9,290774.0,0.0,16.0,0.0,debt consolidation,Short Term,325490.0,138871.0,31428.0,743.0,1
6802,Home Mortgage,2348875.0,2 years,0.0,12.0,17.8,696696.0,0.0,32.0,0.0,debt consolidation,Short Term,456918.0,306261.0,14661.0,740.0,0
6803,Home Mortgage,,10+ years,0.0,12.0,16.4,312356.0,0.0,,0.0,debt consolidation,Short Term,215424.0,161329.0,7625.0,,0
6804,Rent,558942.0,6 years,0.0,3.0,14.1,209132.0,0.0,,0.0,debt consolidation,Short Term,140228.0,116850.0,3428.0,741.0,0
6805,Home Mortgage,1019540.0,9 years,0.0,10.0,19.0,612062.0,0.0,31.0,0.0,debt consolidation,Short Term,315062.0,214092.0,17927.0,742.0,0
6806,Rent,963357.0,10+ years,0.0,5.0,14.6,219736.0,0.0,78.0,0.0,debt consolidation,Short Term,219582.0,145730.0,3870.0,686.0,0
6807,Home Mortgage,2062830.0,10+ years,0.0,8.0,16.0,425348.0,0.0,,0.0,home improvements,Short Term,99999999.0,154660.0,13632.0,732.0,0
6808,Rent,593446.0,10+ years,0.0,4.0,13.4,238590.0,0.0,,0.0,debt consolidation,Short Term,99999999.0,152893.0,10633.0,680.0,0
6809,Own Home,932045.0,4 years,0.0,9.0,4.7,179476.0,0.0,,0.0,debt consolidation,Long Term,272492.0,19684.0,8466.0,702.0,0
6810,Rent,,10+ years,0.0,8.0,10.3,847242.0,0.0,15.0,0.0,debt consolidation,Long Term,772310.0,595612.0,49167.0,,1
6811,Rent,1974613.0,< 1 year,0.0,6.0,17.0,21978.0,0.0,,0.0,debt consolidation,Short Term,571604.0,17328.0,29948.0,747.0,0
6812,Rent,601312.0,2 years,0.0,10.0,11.4,202444.0,0.0,58.0,0.0,debt consolidation,Short Term,193644.0,139175.0,12277.0,738.0,1
6813,Home Mortgage,2893605.0,5 years,0.0,13.0,23.0,1720818.0,0.0,26.0,0.0,debt consolidation,Long Term,781792.0,1288504.0,58113.0,676.0,1
6814,Home Mortgage,3146362.0,8 years,0.0,6.0,26.2,818048.0,0.0,8.0,0.0,debt consolidation,Long Term,325292.0,132829.0,24148.0,708.0,0
6815,Home Mortgage,2421075.0,7 years,0.0,20.0,23.4,255574.0,1.0,52.0,1.0,debt consolidation,Long Term,784938.0,206815.0,29255.0,686.0,0
6816,Home Mortgage,1911020.0,10+ years,0.0,3.0,12.4,752796.0,0.0,,0.0,debt consolidation,Short Term,287650.0,247703.0,5255.0,750.0,0
6817,Rent,859104.0,1 year,0.0,10.0,14.0,499774.0,0.0,21.0,0.0,debt consolidation,Short Term,386848.0,183863.0,19902.0,720.0,0
6818,Own Home,850459.0,,0.0,4.0,15.1,447480.0,1.0,38.0,1.0,debt consolidation,Long Term,355300.0,302594.0,11340.0,657.0,0
6819,Home Mortgage,,10+ years,0.0,10.0,32.0,293986.0,0.0,8.0,0.0,debt consolidation,Short Term,216260.0,158935.0,4506.0,,0
6820,Home Mortgage,1322818.0,10+ years,0.0,18.0,33.5,1101122.0,0.0,,0.0,debt consolidation,Long Term,656436.0,294804.0,31307.0,720.0,1
6821,Rent,753388.0,2 years,0.0,10.0,21.3,241978.0,0.0,31.0,0.0,take a trip,Short Term,130856.0,84645.0,10485.0,716.0,0
6822,Home Mortgage,,,0.0,8.0,16.7,586674.0,0.0,,0.0,debt consolidation,Short Term,253176.0,326306.0,12591.0,,1
6823,Home Mortgage,1246742.0,10+ years,0.0,12.0,15.8,792990.0,0.0,,0.0,debt consolidation,Long Term,399762.0,354065.0,13610.0,718.0,1
6824,Home Mortgage,1398210.0,3 years,0.0,10.0,23.4,207130.0,1.0,39.0,1.0,debt consolidation,Short Term,336754.0,136838.0,32042.0,727.0,1
6825,Rent,760228.0,4 years,0.0,9.0,10.6,336182.0,0.0,,0.0,debt consolidation,Long Term,110044.0,63004.0,9180.0,7250.0,1
6826,Home Mortgage,1149101.0,,0.0,10.0,10.1,557304.0,0.0,,0.0,debt consolidation,Short Term,228954.0,175199.0,22503.0,742.0,0
6827,Home Mortgage,,3 years,0.0,6.0,14.4,146586.0,0.0,12.0,0.0,debt consolidation,Short Term,64636.0,92663.0,5117.0,,0
6828,Rent,731747.0,6 years,0.0,11.0,15.9,620202.0,0.0,,0.0,debt consolidation,Short Term,365112.0,371184.0,17806.0,740.0,0
6829,Home Mortgage,1740267.0,2 years,0.0,14.0,16.6,1573484.0,0.0,,0.0,debt consolidation,Short Term,559746.0,171228.0,40606.0,748.0,0
6830,Own Home,845861.0,10+ years,0.0,4.0,15.6,727606.0,0.0,,0.0,debt consolidation,Short Term,380886.0,469414.0,6654.0,716.0,0
6831,Home Mortgage,3073440.0,8 years,0.0,20.0,44.1,513524.0,1.0,79.0,1.0,debt consolidation,Long Term,333630.0,308674.0,38930.0,734.0,0
6832,Rent,,10+ years,0.0,9.0,42.6,1209736.0,0.0,,0.0,debt consolidation,Short Term,571164.0,707313.0,29783.0,,0
6833,Home Mortgage,,10+ years,0.0,6.0,25.4,1000846.0,0.0,43.0,0.0,debt consolidation,Long Term,434412.0,490086.0,36454.0,,1
6834,Rent,1169545.0,1 year,0.0,7.0,16.2,443828.0,0.0,,0.0,debt consolidation,Short Term,355212.0,254524.0,10916.0,740.0,0
6835,Rent,1474609.0,10+ years,0.0,8.0,28.7,636218.0,0.0,50.0,0.0,debt consolidation,Long Term,404404.0,400007.0,17573.0,695.0,0
6836,Home Mortgage,1086135.0,10+ years,0.0,11.0,27.6,1199726.0,0.0,,0.0,other,Short Term,67364.0,934591.0,31045.0,707.0,1
6837,Home Mortgage,4570944.0,8 years,0.0,11.0,25.0,1099758.0,0.0,,0.0,debt consolidation,Short Term,485166.0,515736.0,29330.0,749.0,0
6838,Rent,936928.0,2 years,0.0,4.0,17.5,233398.0,0.0,,0.0,debt consolidation,Short Term,218064.0,191501.0,14913.0,721.0,1
6839,Own Home,1069149.0,10+ years,0.0,10.0,24.2,1505614.0,0.0,,0.0,debt consolidation,Long Term,99999999.0,205447.0,5328.0,745.0,0
6840,Home Mortgage,,6 years,0.0,9.0,17.0,370502.0,1.0,,1.0,debt consolidation,Short Term,122980.0,111663.0,3314.0,,0
6841,Home Mortgage,892107.0,4 years,0.0,9.0,14.7,195514.0,1.0,20.0,1.0,buy a car,Short Term,178574.0,115159.0,17247.0,737.0,0
6842,Rent,691087.0,1 year,0.0,34.0,14.8,774202.0,0.0,,0.0,debt consolidation,Short Term,239470.0,363071.0,16817.0,694.0,1
6843,Home Mortgage,1438395.0,10+ years,0.0,12.0,18.1,980276.0,0.0,,0.0,debt consolidation,Short Term,510752.0,253973.0,29008.0,749.0,0
6844,Rent,1417514.0,2 years,0.0,22.0,14.4,790416.0,0.0,,0.0,debt consolidation,Long Term,359744.0,223915.0,28941.0,650.0,0
6845,Rent,1005689.0,10+ years,0.0,6.0,15.0,637098.0,0.0,,0.0,debt consolidation,Long Term,395494.0,318022.0,13074.0,730.0,1
6846,Home Mortgage,2526525.0,10+ years,0.0,7.0,17.5,595628.0,0.0,38.0,0.0,debt consolidation,Short Term,541750.0,302480.0,18107.0,736.0,0
6847,Own Home,,1 year,0.0,11.0,12.9,199430.0,0.0,53.0,0.0,home improvements,Short Term,263032.0,132449.0,17832.0,,0
6848,Rent,1709981.0,6 years,0.0,4.0,14.3,665588.0,0.0,,0.0,debt consolidation,Short Term,99999999.0,268451.0,4603.0,744.0,0
6849,Home Mortgage,2077251.0,5 years,0.0,12.0,33.8,872630.0,0.0,8.0,0.0,debt consolidation,Short Term,721578.0,587822.0,49854.0,729.0,0
6850,Home Mortgage,1527600.0,10+ years,0.0,10.0,20.2,1721632.0,0.0,,0.0,debt consolidation,Long Term,99999999.0,636386.0,24060.0,745.0,0
6851,Home Mortgage,2251728.0,10+ years,0.0,8.0,15.4,0.0,0.0,,0.0,home improvements,Long Term,760452.0,0.0,36778.0,725.0,0
6852,Home Mortgage,1144446.0,8 years,0.0,17.0,16.8,1283260.0,0.0,17.0,0.0,debt consolidation,Long Term,397540.0,602889.0,31472.0,709.0,1
6853,Own Home,857052.0,,0.0,10.0,35.2,727958.0,0.0,62.0,0.0,debt consolidation,Short Term,330792.0,324406.0,12999.0,744.0,1
6854,Home Mortgage,966188.0,5 years,0.0,8.0,10.9,182160.0,0.0,,0.0,debt consolidation,Short Term,219362.0,111701.0,16667.0,739.0,0
6855,Rent,1887650.0,4 years,0.0,18.0,33.5,1327348.0,0.0,,0.0,debt consolidation,Long Term,611996.0,749721.0,23910.0,726.0,0
6856,Home Mortgage,1167132.0,10+ years,0.0,11.0,19.8,529386.0,0.0,14.0,0.0,debt consolidation,Long Term,439208.0,272954.0,30734.0,643.0,0
6857,Own Home,1193523.0,4 years,0.0,10.0,25.4,648934.0,1.0,,1.0,debt consolidation,Long Term,99999999.0,225302.0,14024.0,734.0,0
6858,Home Mortgage,1323350.0,10+ years,1.0,7.0,16.6,159720.0,1.0,,0.0,debt consolidation,Short Term,218900.0,95038.0,5933.0,718.0,0
6859,Rent,562020.0,3 years,0.0,7.0,9.9,325380.0,0.0,,0.0,debt consolidation,Short Term,130152.0,239704.0,9835.0,739.0,0
6860,Rent,896971.0,10+ years,0.0,12.0,22.6,375298.0,0.0,63.0,0.0,debt consolidation,Short Term,260524.0,214567.0,22499.0,741.0,0
6861,Home Mortgage,917016.0,10+ years,0.0,14.0,24.2,1004740.0,0.0,10.0,0.0,debt consolidation,Long Term,376068.0,541462.0,24759.0,721.0,0
6862,Home Mortgage,980400.0,10+ years,0.0,6.0,25.4,87362.0,0.0,19.0,0.0,debt consolidation,Short Term,157190.0,41952.0,8252.0,715.0,1
6863,Home Mortgage,1262189.0,3 years,0.0,9.0,13.5,226600.0,1.0,15.0,1.0,debt consolidation,Short Term,382338.0,59489.0,32291.0,700.0,0
6864,Home Mortgage,1370128.0,10+ years,0.0,21.0,17.7,955614.0,0.0,,0.0,debt consolidation,Short Term,132638.0,571938.0,26946.0,725.0,0
6865,Rent,886901.0,5 years,0.0,11.0,16.8,465938.0,0.0,,0.0,debt consolidation,Short Term,99999999.0,283689.0,14412.0,745.0,0
6866,Home Mortgage,868604.0,4 years,0.0,11.0,16.7,652168.0,0.0,,0.0,debt consolidation,Long Term,446996.0,385244.0,12356.0,699.0,0
6867,Home Mortgage,,10+ years,0.0,9.0,15.0,888316.0,0.0,,0.0,debt consolidation,Short Term,449680.0,573857.0,19702.0,,1
6868,Rent,2268011.0,6 years,1.0,37.0,15.1,2733544.0,1.0,,0.0,debt consolidation,Long Term,247170.0,535895.0,37611.0,731.0,0
6869,Own Home,1329126.0,7 years,0.0,24.0,16.0,1377288.0,0.0,,0.0,debt consolidation,Short Term,404866.0,190304.0,14177.0,748.0,0
6870,Rent,862733.0,,0.0,9.0,25.8,354332.0,0.0,46.0,0.0,debt consolidation,Long Term,257796.0,244207.0,23725.0,713.0,1
6871,Rent,1021497.0,10+ years,0.0,6.0,15.5,157080.0,2.0,,2.0,debt consolidation,Short Term,172040.0,68229.0,6018.0,748.0,1
6872,Rent,686869.0,1 year,0.0,10.0,12.8,344432.0,0.0,,0.0,debt consolidation,Short Term,99999999.0,230850.0,11162.0,740.0,0
6873,Home Mortgage,,5 years,0.0,5.0,16.2,129272.0,1.0,,1.0,buy a car,Short Term,64636.0,93005.0,13800.0,,0
6874,Rent,,10+ years,0.0,8.0,10.8,205018.0,1.0,,1.0,home improvements,Long Term,291214.0,30096.0,29532.0,,1
6875,Rent,1052733.0,< 1 year,0.0,7.0,22.2,254848.0,1.0,55.0,1.0,debt consolidation,Short Term,174526.0,115995.0,14651.0,740.0,0
6876,Own Home,,,0.0,3.0,12.8,443674.0,0.0,,0.0,other,Short Term,22198.0,377416.0,11285.0,,0
6877,Own Home,1010268.0,10+ years,0.0,13.0,10.9,265936.0,0.0,36.0,0.0,debt consolidation,Short Term,258302.0,170867.0,15744.0,706.0,0
6878,Home Mortgage,1914364.0,10+ years,0.0,7.0,19.6,485562.0,0.0,,0.0,home improvements,Long Term,99999999.0,168587.0,19941.0,727.0,0
6879,Home Mortgage,1325231.0,8 years,0.0,14.0,27.4,457468.0,0.0,29.0,0.0,debt consolidation,Short Term,99999999.0,337003.0,21204.0,741.0,0
6880,Home Mortgage,,7 years,0.0,11.0,23.4,1770648.0,0.0,48.0,0.0,debt consolidation,Short Term,448272.0,1402276.0,60080.0,,0
6881,Home Mortgage,1037799.0,10+ years,0.0,12.0,18.7,240768.0,1.0,44.0,1.0,debt consolidation,Short Term,155034.0,169670.0,13967.0,711.0,1
6882,Home Mortgage,2254464.0,< 1 year,0.0,4.0,26.1,1043482.0,0.0,,0.0,other,Short Term,108768.0,807462.0,22545.0,734.0,0
6883,Home Mortgage,940975.0,,0.0,8.0,40.5,851730.0,0.0,25.0,0.0,other,Short Term,43582.0,495786.0,15683.0,729.0,0
6884,Rent,2642406.0,7 years,0.0,12.0,12.6,326238.0,0.0,15.0,0.0,home improvements,Long Term,562430.0,195244.0,21778.0,651.0,0
6885,Home Mortgage,1685547.0,10+ years,0.0,11.0,21.3,108394.0,1.0,34.0,1.0,debt consolidation,Short Term,412016.0,60097.0,28233.0,731.0,0
6886,Rent,560880.0,10+ years,0.0,9.0,6.6,595914.0,0.0,,0.0,debt consolidation,Short Term,227304.0,226442.0,4057.0,726.0,0
6887,Home Mortgage,1629421.0,9 years,0.0,7.0,23.4,274230.0,1.0,50.0,1.0,debt consolidation,Short Term,298364.0,161044.0,12017.0,741.0,0
6888,Rent,532209.0,6 years,0.0,10.0,8.0,383306.0,0.0,,0.0,debt consolidation,Short Term,88044.0,178429.0,12551.0,6590.0,1
6889,Rent,1034721.0,1 year,0.0,18.0,14.7,308506.0,0.0,,0.0,other,Short Term,55462.0,258457.0,16728.0,670.0,0
6890,Home Mortgage,469281.0,,0.0,10.0,13.8,214654.0,1.0,,1.0,debt consolidation,Short Term,86834.0,15010.0,13727.0,695.0,0
6891,Own Home,1113305.0,10+ years,0.0,29.0,23.7,1859638.0,0.0,40.0,0.0,debt consolidation,Short Term,642136.0,626354.0,23287.0,696.0,0
6892,Rent,419957.0,3 years,0.0,5.0,7.9,123838.0,0.0,,0.0,other,Short Term,180092.0,84816.0,5774.0,712.0,1
6893,Home Mortgage,2344125.0,10+ years,0.0,20.0,30.8,1427976.0,0.0,,0.0,debt consolidation,Long Term,607992.0,784339.0,39655.0,719.0,0
6894,Home Mortgage,1587450.0,10+ years,0.0,13.0,19.8,822976.0,0.0,,0.0,debt consolidation,Short Term,99999999.0,213940.0,18997.0,749.0,0
6895,Home Mortgage,470345.0,10+ years,0.0,7.0,16.2,204556.0,0.0,35.0,0.0,debt consolidation,Short Term,65362.0,56183.0,3676.0,656.0,0
6896,Rent,1058566.0,5 years,0.0,18.0,25.5,1586508.0,0.0,,0.0,debt consolidation,Short Term,218878.0,175389.0,13056.0,742.0,1
6897,Home Mortgage,1249839.0,3 years,0.0,8.0,22.6,334796.0,0.0,,0.0,debt consolidation,Long Term,604780.0,234194.0,18372.0,735.0,0
6898,Home Mortgage,,3 years,0.0,6.0,11.0,427526.0,0.0,41.0,0.0,debt consolidation,Long Term,778866.0,307192.0,7264.0,,0
6899,Home Mortgage,,10+ years,0.0,10.0,14.5,540408.0,1.0,,1.0,debt consolidation,Long Term,570680.0,82612.0,12876.0,,1
6900,Rent,1164567.0,4 years,0.0,11.0,23.6,465674.0,0.0,68.0,0.0,debt consolidation,Short Term,163130.0,358739.0,17663.0,719.0,0
6901,Own Home,537377.0,6 years,0.0,12.0,11.2,255794.0,0.0,,0.0,debt consolidation,Short Term,166672.0,113335.0,9538.0,741.0,1
6902,Home Mortgage,4260902.0,10+ years,0.0,22.0,28.1,417054.0,0.0,23.0,0.0,debt consolidation,Short Term,99999999.0,237367.0,6427.0,742.0,0
6903,Home Mortgage,829996.0,10+ years,0.0,6.0,20.5,346302.0,0.0,65.0,0.0,buy house,Long Term,99999999.0,285931.0,5962.0,732.0,0
6904,Rent,1881931.0,< 1 year,0.0,14.0,17.7,378158.0,0.0,21.0,0.0,debt consolidation,Short Term,99999999.0,190076.0,25092.0,702.0,0
6905,Home Mortgage,1337980.0,10+ years,0.0,17.0,26.1,1641618.0,0.0,,0.0,debt consolidation,Short Term,132792.0,163039.0,3880.0,747.0,0
6906,Home Mortgage,,7 years,0.0,9.0,14.4,235488.0,0.0,9.0,0.0,debt consolidation,Short Term,288156.0,130169.0,23338.0,,1
6907,Own Home,,7 years,4.0,15.0,12.1,421916.0,4.0,49.0,0.0,debt consolidation,Short Term,218460.0,201134.0,24197.0,,1
6908,Own Home,,1 year,0.0,9.0,5.3,568304.0,0.0,,0.0,debt consolidation,Short Term,110550.0,195339.0,5537.0,,0
6909,Rent,710087.0,< 1 year,0.0,10.0,15.2,489148.0,0.0,46.0,0.0,debt consolidation,Long Term,328350.0,315153.0,17397.0,683.0,1
6910,Home Mortgage,558543.0,7 years,0.0,6.0,20.7,280148.0,0.0,45.0,0.0,debt consolidation,Short Term,181082.0,214605.0,13405.0,732.0,0
6911,Home Mortgage,619666.0,10+ years,0.0,4.0,13.0,126104.0,0.0,,0.0,other,Short Term,121748.0,69046.0,10534.0,6770.0,1
6912,Own Home,,10+ years,0.0,8.0,17.2,235290.0,0.0,,0.0,debt consolidation,Short Term,253088.0,175997.0,17198.0,,0
6913,Home Mortgage,2013563.0,10+ years,0.0,14.0,26.8,1002584.0,0.0,,0.0,debt consolidation,Long Term,399674.0,684038.0,32720.0,724.0,0
6914,Rent,944395.0,10+ years,0.0,4.0,15.7,725824.0,0.0,,0.0,debt consolidation,Short Term,437404.0,551627.0,16055.0,743.0,0
6915,Home Mortgage,,6 years,0.0,18.0,10.1,50820.0,0.0,12.0,0.0,other,Short Term,331232.0,18829.0,36949.0,,1
6916,Rent,,1 year,0.0,8.0,15.4,525096.0,0.0,,0.0,debt consolidation,Long Term,259116.0,303848.0,12317.0,,1
6917,Rent,899688.0,10+ years,0.0,14.0,16.8,791076.0,0.0,51.0,0.0,debt consolidation,Short Term,173624.0,165338.0,6470.0,740.0,0
6918,Rent,1165080.0,10+ years,0.0,7.0,15.4,640486.0,0.0,46.0,0.0,medical bills,Short Term,134904.0,287071.0,7709.0,727.0,0
6919,Own Home,768132.0,10+ years,0.0,9.0,23.5,247302.0,0.0,29.0,0.0,debt consolidation,Short Term,99999999.0,118959.0,15939.0,722.0,0
6920,Home Mortgage,1945980.0,10+ years,0.0,9.0,17.8,1215588.0,0.0,4.0,0.0,wedding,Short Term,337986.0,261402.0,6049.0,674.0,0
6921,Own Home,853993.0,< 1 year,0.0,18.0,16.0,877734.0,0.0,34.0,0.0,debt consolidation,Short Term,412720.0,369930.0,9465.0,716.0,1
6922,Home Mortgage,1384169.0,5 years,0.0,24.0,26.8,329978.0,1.0,10.0,0.0,business loan,Long Term,440308.0,152760.0,19413.0,612.0,0
6923,Rent,,,0.0,10.0,26.5,262636.0,1.0,54.0,1.0,debt consolidation,Short Term,93478.0,140866.0,5672.0,,1
6924,Rent,719682.0,9 years,0.0,8.0,12.6,234872.0,0.0,56.0,0.0,debt consolidation,Short Term,188584.0,83372.0,14754.0,705.0,0
6925,Home Mortgage,1313242.0,2 years,0.0,9.0,19.8,467346.0,0.0,41.0,0.0,buy house,Short Term,217228.0,181222.0,26593.0,670.0,0
6926,Rent,1269124.0,10+ years,0.0,30.0,17.8,1084666.0,1.0,50.0,1.0,debt consolidation,Short Term,225830.0,430901.0,35536.0,695.0,1
6927,Own Home,1471284.0,7 years,0.0,6.0,24.7,1077450.0,0.0,,0.0,debt consolidation,Short Term,99999999.0,767676.0,38499.0,737.0,0
6928,Home Mortgage,1795253.0,3 years,0.0,11.0,11.5,642752.0,0.0,,0.0,debt consolidation,Long Term,590788.0,293094.0,26480.0,7070.0,1
6929,Home Mortgage,971755.0,7 years,0.0,6.0,18.2,693528.0,0.0,,0.0,other,Short Term,99999999.0,6593.0,9232.0,748.0,0
6930,Home Mortgage,1417590.0,8 years,0.0,16.0,16.9,839564.0,0.0,9.0,0.0,debt consolidation,Short Term,99999999.0,669978.0,21855.0,730.0,0
6931,Own Home,,4 years,0.0,14.0,14.3,345730.0,1.0,33.0,1.0,debt consolidation,Short Term,110792.0,68666.0,23321.0,,0
6932,Home Mortgage,2555006.0,3 years,0.0,12.0,19.4,700986.0,0.0,,0.0,debt consolidation,Short Term,414832.0,354160.0,38112.0,746.0,0
6933,Rent,1303039.0,7 years,0.0,12.0,10.4,313082.0,0.0,,0.0,debt consolidation,Short Term,270226.0,228760.0,16397.0,7340.0,1
6934,Home Mortgage,2222373.0,4 years,0.0,15.0,25.5,743358.0,0.0,,0.0,debt consolidation,Long Term,626538.0,441693.0,40003.0,696.0,0
6935,Home Mortgage,2850304.0,7 years,0.0,6.0,18.5,489258.0,0.0,46.0,0.0,debt consolidation,Short Term,484968.0,376903.0,36579.0,729.0,0
6936,Home Mortgage,2333808.0,8 years,0.0,15.0,13.8,846472.0,0.0,,0.0,debt consolidation,Long Term,315260.0,612617.0,43564.0,698.0,0
6937,Home Mortgage,727852.0,10+ years,0.0,6.0,19.0,314842.0,0.0,7.0,0.0,debt consolidation,Short Term,332684.0,158517.0,6914.0,717.0,0
6938,Home Mortgage,2066611.0,2 years,0.0,23.0,16.4,268774.0,0.0,,0.0,home improvements,Short Term,445192.0,33896.0,35821.0,751.0,0
6939,Home Mortgage,,9 years,0.0,14.0,21.1,460086.0,0.0,,0.0,home improvements,Long Term,381392.0,353647.0,20854.0,,1
6940,Home Mortgage,,5 years,0.0,4.0,26.2,132792.0,0.0,,0.0,other,Long Term,348436.0,39919.0,899.0,,1
6941,Rent,1020452.0,6 years,0.0,17.0,24.2,689370.0,1.0,41.0,1.0,debt consolidation,Long Term,542850.0,70262.0,32484.0,684.0,0
6942,Rent,649914.0,< 1 year,0.0,11.0,12.0,373846.0,0.0,,0.0,debt consolidation,Short Term,120384.0,155287.0,6986.0,7190.0,1
6943,Rent,1556024.0,< 1 year,0.0,17.0,22.4,832414.0,0.0,,0.0,debt consolidation,Long Term,99999999.0,286121.0,37344.0,677.0,0
6944,Rent,,9 years,0.0,6.0,17.5,499598.0,0.0,,0.0,debt consolidation,Short Term,307648.0,293398.0,17965.0,,0
6945,Own Home,1038578.0,10+ years,0.0,14.0,38.1,459800.0,1.0,65.0,1.0,business loan,Short Term,42944.0,336357.0,11476.0,738.0,1
6946,Own Home,6492395.0,1 year,0.0,19.0,26.0,1406526.0,0.0,,0.0,other,Short Term,322190.0,1169773.0,100091.0,707.0,0
6947,Home Mortgage,669636.0,10+ years,0.0,11.0,22.9,1579578.0,0.0,,0.0,home improvements,Short Term,99999999.0,99579.0,5859.0,751.0,0
6948,Home Mortgage,,5 years,0.0,9.0,11.9,303402.0,0.0,,0.0,debt consolidation,Short Term,183018.0,149093.0,8963.0,,0
6949,Home Mortgage,,7 years,0.0,9.0,12.5,480480.0,0.0,,0.0,debt consolidation,Short Term,174724.0,368885.0,25916.0,,0
6950,Rent,1129037.0,4 years,0.0,9.0,17.9,330506.0,1.0,54.0,1.0,debt consolidation,Short Term,216084.0,166687.0,16936.0,738.0,0
6951,Rent,500080.0,< 1 year,0.0,9.0,16.8,899426.0,0.0,,0.0,debt consolidation,Short Term,197648.0,269534.0,11043.0,741.0,0
6952,Home Mortgage,1868840.0,10+ years,0.0,6.0,22.0,259622.0,0.0,,0.0,debt consolidation,Short Term,302940.0,198664.0,22114.0,740.0,1
6953,Rent,,3 years,0.0,11.0,13.8,361460.0,1.0,,1.0,debt consolidation,Short Term,173646.0,159201.0,14818.0,,1
6954,Rent,,10+ years,0.0,9.0,15.7,917994.0,0.0,,0.0,debt consolidation,Short Term,278652.0,411464.0,17437.0,,0
6955,Rent,1654786.0,10+ years,0.0,23.0,33.5,1427074.0,0.0,10.0,0.0,debt consolidation,Long Term,590612.0,691410.0,23994.0,680.0,0
6956,Home Mortgage,1496288.0,10+ years,0.0,11.0,14.5,1089550.0,1.0,15.0,1.0,other,Long Term,389818.0,121391.0,10362.0,707.0,0
6957,Home Mortgage,1335453.0,10+ years,0.0,6.0,29.0,271942.0,0.0,52.0,0.0,debt consolidation,Long Term,353452.0,102866.0,11463.0,731.0,0
6958,Home Mortgage,770184.0,10+ years,0.0,16.0,18.6,327844.0,0.0,7.0,0.0,debt consolidation,Short Term,199540.0,178372.0,21950.0,706.0,0
6959,Home Mortgage,946770.0,10+ years,0.0,7.0,20.2,171006.0,0.0,10.0,0.0,debt consolidation,Short Term,151294.0,129086.0,21460.0,712.0,1
6960,Rent,1547512.0,4 years,0.0,2.0,17.6,60456.0,0.0,35.0,0.0,debt consolidation,Short Term,179190.0,33991.0,5932.0,689.0,1
6961,Home Mortgage,2506005.0,4 years,0.0,23.0,26.9,896478.0,0.0,27.0,0.0,debt consolidation,Short Term,752290.0,732431.0,43855.0,720.0,0
6962,Rent,988988.0,6 years,0.0,6.0,16.3,129910.0,0.0,35.0,0.0,debt consolidation,Short Term,190498.0,106818.0,14258.0,714.0,0
6963,Home Mortgage,1342502.0,10+ years,0.0,10.0,19.4,233156.0,1.0,15.0,0.0,debt consolidation,Short Term,106590.0,155838.0,26738.0,727.0,1
6964,Rent,353989.0,1 year,0.0,13.0,11.0,560802.0,0.0,72.0,0.0,debt consolidation,Short Term,182116.0,129808.0,6785.0,737.0,1
6965,Rent,472492.0,7 years,0.0,7.0,12.1,129448.0,0.0,5.0,0.0,business loan,Long Term,219934.0,21128.0,6312.0,700.0,1
6966,Home Mortgage,2489266.0,10+ years,0.0,18.0,16.6,1397990.0,0.0,,0.0,debt consolidation,Long Term,465608.0,682157.0,43977.0,740.0,0
6967,Rent,466355.0,3 years,0.0,10.0,16.3,423654.0,0.0,,0.0,debt consolidation,Short Term,183590.0,182951.0,8511.0,739.0,1
6968,Rent,2523200.0,4 years,0.0,13.0,24.0,316052.0,0.0,31.0,0.0,debt consolidation,Short Term,64922.0,200621.0,31119.0,734.0,0
6969,Rent,1118910.0,5 years,0.0,15.0,13.1,650364.0,0.0,,0.0,debt consolidation,Long Term,323906.0,397100.0,27693.0,730.0,1
